,indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
1288,Symptoms of Depressive Disorder,By State,Florida,Florida,7,June 11 - June 16,28.1,23.9,32.7,23.9 - 32.7,26.8-34.5
1289,Symptoms of Depressive Disorder,By State,Georgia,Georgia,7,June 11 - June 16,25.7,22.3,29.3,22.3 - 29.3,24.0-26.7
1290,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,7,June 11 - June 16,26.8,22.3,31.8,22.3 - 31.8,26.8-34.5
1291,Symptoms of Depressive Disorder,By State,Idaho,Idaho,7,June 11 - June 16,14.3,11.7,17.2,11.7 - 17.2,14.3-21.7
1292,Symptoms of Depressive Disorder,By State,Illinois,Illinois,7,June 11 - June 16,24.8,20.6,29.3,20.6 - 29.3,24.0-26.7
1293,Symptoms of Depressive Disorder,By State,Indiana,Indiana,7,June 11 - June 16,26.6,22.2,31.3,22.2 - 31.3,24.0-26.7
1294,Symptoms of Depressive Disorder,By State,Iowa,Iowa,7,June 11 - June 16,22.4,18.2,27.2,18.2 - 27.2,21.8-23.9
1295,Symptoms of Depressive Disorder,By State,Kansas,Kansas,7,June 11 - June 16,24.6,20,29.6,20.0 - 29.6,24.0-26.7
1296,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,7,June 11 - June 16,22.6,18,27.7,18.0 - 27.7,21.8-23.9
1297,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,7,June 11 - June 16,34.5,28.8,40.7,28.8 - 40.7,26.8-34.5
1298,Symptoms of Depressive Disorder,By State,Maine,Maine,7,June 11 - June 16,23.7,19.9,27.8,19.9 - 27.8,21.8-23.9
1299,Symptoms of Depressive Disorder,By State,Maryland,Maryland,7,June 11 - June 16,27.9,22.8,33.4,22.8 - 33.4,26.8-34.5
1300,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,17,13.7,20.8,13.7 - 20.8,14.3-21.7
1301,Symptoms of Depressive Disorder,By State,Michigan,Michigan,7,June 11 - June 16,21.4,18.1,24.9,18.1 - 24.9,14.3-21.7
1302,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,19.9,15,25.7,15.0 - 25.7,14.3-21.7
1303,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,24.8,19,31.2,19.0 - 31.2,24.0-26.7
1304,Symptoms of Depressive Disorder,By State,Missouri,Missouri,7,June 11 - June 16,26.1,21.5,31,21.5 - 31.0,24.0-26.7
1305,Symptoms of Depressive Disorder,By State,Montana,Montana,7,June 11 - June 16,21.8,17.1,27,17.1 - 27.0,21.8-23.9
1306,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,20.3,15.6,25.6,15.6 - 25.6,14.3-21.7
1307,Symptoms of Depressive Disorder,By State,Nevada,Nevada,7,June 11 - June 16,30.4,24.8,36.5,24.8 - 36.5,26.8-34.5
1308,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,7,June 11 - June 16,21.7,16.3,27.9,16.3 - 27.9,14.3-21.7
1309,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,26.9,22.9,31.2,22.9 - 31.2,26.8-34.5
1310,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,18.8,13.6,24.8,13.6 - 24.8,14.3-21.7
1311,Symptoms of Depressive Disorder,By State,New York,New York,7,June 11 - June 16,23.4,19.6,27.5,19.6 - 27.5,21.8-23.9
1312,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,23.9,20,28.2,20.0 - 28.2,21.8-23.9
1313,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,23.4,18,29.5,18.0 - 29.5,21.8-23.9
1314,Symptoms of Depressive Disorder,By State,Ohio,Ohio,7,June 11 - June 16,26.8,21.3,32.7,21.3 - 32.7,26.8-34.5
1315,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,22.5,18.4,27.1,18.4 - 27.1,21.8-23.9
1316,Symptoms of Depressive Disorder,By State,Oregon,Oregon,7,June 11 - June 16,31.1,25.2,37.4,25.2 - 37.4,26.8-34.5
1317,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,7,June 11 - June 16,25.5,21.1,30.3,21.1 - 30.3,24.0-26.7
1318,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,7,June 11 - June 16,24.1,18.8,30,18.8 - 30.0,24.0-26.7
1319,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,7,June 11 - June 16,28.1,23.4,33.2,23.4 - 33.2,26.8-34.5
1320,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,7,June 11 - June 16,19.2,12.4,27.5,12.4 - 27.5,14.3-21.7
1321,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,7,June 11 - June 16,21.5,17.6,25.8,17.6 - 25.8,14.3-21.7
1322,Symptoms of Depressive Disorder,By State,Texas,Texas,7,June 11 - June 16,27.6,23.9,31.6,23.9 - 31.6,26.8-34.5
1323,Symptoms of Depressive Disorder,By State,Utah,Utah,7,June 11 - June 16,18.5,14.4,23.3,14.4 - 23.3,14.3-21.7
1324,Symptoms of Depressive Disorder,By State,Vermont,Vermont,7,June 11 - June 16,26.2,21.6,31.3,21.6 - 31.3,24.0-26.7
1325,Symptoms of Depressive Disorder,By State,Virginia,Virginia,7,June 11 - June 16,23.3,18,29.3,18.0 - 29.3,21.8-23.9
1326,Symptoms of Depressive Disorder,By State,Washington,Washington,7,June 11 - June 16,22.5,19.6,25.6,19.6 - 25.6,21.8-23.9
1327,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,23.5,17.2,30.8,17.2 - 30.8,21.8-23.9
1328,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,17.5,13.6,21.9,13.6 - 21.9,14.3-21.7
1329,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,18.9,13.6,25.2,13.6 - 25.2,14.3-21.7
1330,Symptoms of Anxiety Disorder,National Estimate,United States,United States,7,June 11 - June 16,31.7,30.9,32.5,30.9 - 32.5,
1331,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,7,June 11 - June 16,42.9,40.1,45.7,40.1 - 45.7,
1332,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,7,June 11 - June 16,35.8,34.2,37.5,34.2 - 37.5,
1333,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,7,June 11 - June 16,34.8,32.9,36.8,32.9 - 36.8,
1334,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,7,June 11 - June 16,31.7,29.7,33.7,29.7 - 33.7,
1335,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,7,June 11 - June 16,23.6,21.9,25.3,21.9 - 25.3,
1336,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,7,June 11 - June 16,18,15.7,20.5,15.7 - 20.5,
1337,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,7,June 11 - June 16,14.6,11.3,18.5,11.3 - 18.5,
1338,Symptoms of Anxiety Disorder,By Gender,United States,Male,7,June 11 - June 16,28.1,27,29.3,27.0 - 29.3,
1339,Symptoms of Anxiety Disorder,By Gender,United States,Female,7,June 11 - June 16,35,34.1,36,34.1 - 36.0,
1340,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,7,June 11 - June 16,33.6,30.7,36.6,30.7 - 36.6,
1341,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",7,June 11 - June 16,30.6,29.6,31.6,29.6 - 31.6,
1342,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",7,June 11 - June 16,35.8,32.9,38.8,32.9 - 38.8,
1343,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",7,June 11 - June 16,26,21.8,30.5,21.8 - 30.5,
1344,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",7,June 11 - June 16,37.6,33.3,42.2,33.3 - 42.2,
1345,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,7,June 11 - June 16,37.7,33.6,41.9,33.6 - 41.9,
1346,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,7,June 11 - June 16,32.5,30.6,34.5,30.6 - 34.5,
1347,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,7,June 11 - June 16,34.5,33.1,36,33.1 - 36.0,
1348,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,7,June 11 - June 16,26.6,25.7,27.6,25.7 - 27.6,
1349,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,7,June 11 - June 16,33.9,29.2,38.9,29.2 - 38.9,33.4-39.8
1350,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,7,June 11 - June 16,33.3,28.8,38,28.8 - 38.0,30.6-33.3
1351,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,7,June 11 - June 16,25.6,21.5,29.9,21.5 - 29.9,22.7-27.3
1352,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,7,June 11 - June 16,33.7,27.9,39.8,27.9 - 39.8,33.4-39.8
1353,Symptoms of Anxiety Disorder,By State,California,California,7,June 11 - June 16,33.7,29.9,37.6,29.9 - 37.6,33.4-39.8
1354,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,7,June 11 - June 16,29.8,25.4,34.5,25.4 - 34.5,27.4-30.5
1355,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,7,June 11 - June 16,35.1,30.2,40.3,30.2 - 40.3,33.4-39.8
1356,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,7,June 11 - June 16,30.2,24,37.1,24.0 - 37.1,27.4-30.5
1357,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,7,June 11 - June 16,25.9,18.8,34.1,18.8 - 34.1,22.7-27.3
1358,Symptoms of Anxiety Disorder,By State,Florida,Florida,7,June 11 - June 16,37.4,33.6,41.3,33.6 - 41.3,33.4-39.8
1359,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,7,June 11 - June 16,33.3,28.5,38.4,28.5 - 38.4,30.6-33.3
1360,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,7,June 11 - June 16,31.7,26,37.8,26.0 - 37.8,30.6-33.3
1361,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,7,June 11 - June 16,26,21.7,30.7,21.7 - 30.7,22.7-27.3
1362,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,7,June 11 - June 16,31,26.5,35.9,26.5 - 35.9,30.6-33.3
1363,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,7,June 11 - June 16,33.8,28.8,39.1,28.8 - 39.1,33.4-39.8
1364,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,7,June 11 - June 16,26.1,22.2,30.4,22.2 - 30.4,22.7-27.3
1365,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,7,June 11 - June 16,30.5,25.9,35.3,25.9 - 35.3,27.4-30.5
1366,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,7,June 11 - June 16,26.6,20.9,33,20.9 - 33.0,22.7-27.3
1367,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,7,June 11 - June 16,38.4,32.6,44.4,32.6 - 44.4,33.4-39.8
1368,Symptoms of Anxiety Disorder,By State,Maine,Maine,7,June 11 - June 16,32.2,27.2,37.7,27.2 - 37.7,30.6-33.3
1369,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,7,June 11 - June 16,34.6,29.7,39.8,29.7 - 39.8,33.4-39.8
1370,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,27.3,23.6,31.3,23.6 - 31.3,22.7-27.3
1371,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,7,June 11 - June 16,30.2,26.5,34.1,26.5 - 34.1,27.4-30.5
1372,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,28,23.1,33.4,23.1 - 33.4,27.4-30.5
1373,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,31.6,24.8,38.9,24.8 - 38.9,30.6-33.3
1374,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,7,June 11 - June 16,33.3,28,38.9,28.0 - 38.9,30.6-33.3
1375,Symptoms of Anxiety Disorder,By State,Montana,Montana,7,June 11 - June 16,30.6,26.3,35.1,26.3 - 35.1,30.6-33.3
1376,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,24.1,19.8,28.9,19.8 - 28.9,22.7-27.3
1377,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,7,June 11 - June 16,33.5,28.1,39.2,28.1 - 39.2,33.4-39.8
1378,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,7,June 11 - June 16,28.1,22.6,34.2,22.6 - 34.2,27.4-30.5
1379,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,33.5,28.5,38.8,28.5 - 38.8,33.4-39.8
1380,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,22.7,16.6,29.7,16.6 - 29.7,22.7-27.3
1381,Symptoms of Anxiety Disorder,By State,New York,New York,7,June 11 - June 16,28.7,24.3,33.3,24.3 - 33.3,27.4-30.5
1382,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,30,26.1,34.2,26.1 - 34.2,27.4-30.5
1383,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,30.3,23.5,37.9,23.5 - 37.9,27.4-30.5
1384,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,7,June 11 - June 16,31.5,25.7,37.7,25.7 - 37.7,30.6-33.3
1385,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,30.9,26.8,35.2,26.8 - 35.2,30.6-33.3
1386,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,7,June 11 - June 16,39.8,34.7,45.1,34.7 - 45.1,33.4-39.8
1387,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,7,June 11 - June 16,28.4,23.9,33.3,23.9 - 33.3,27.4-30.5
1388,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,7,June 11 - June 16,25.5,20.9,30.6,20.9 - 30.6,22.7-27.3
1389,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,7,June 11 - June 16,30.6,25.2,36.4,25.2 - 36.4,30.6-33.3
1390,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,7,June 11 - June 16,24.5,17.2,33.1,17.2 - 33.1,22.7-27.3
1391,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,7,June 11 - June 16,28.7,24.4,33.5,24.4 - 33.5,27.4-30.5
1392,Symptoms of Anxiety Disorder,By State,Texas,Texas,7,June 11 - June 16,35.5,31.4,39.7,31.4 - 39.7,33.4-39.8
1393,Symptoms of Anxiety Disorder,By State,Utah,Utah,7,June 11 - June 16,32,27,37.4,27.0 - 37.4,30.6-33.3
1394,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,7,June 11 - June 16,33,27.6,38.7,27.6 - 38.7,30.6-33.3
1395,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,7,June 11 - June 16,30.1,25.9,34.6,25.9 - 34.6,27.4-30.5
1396,Symptoms of Anxiety Disorder,By State,Washington,Washington,7,June 11 - June 16,29.3,25.3,33.5,25.3 - 33.5,27.4-30.5
1397,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,26.7,20,34.4,20.0 - 34.4,22.7-27.3
1398,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,23.5,18.7,28.9,18.7 - 28.9,22.7-27.3
1399,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,24.2,18.6,30.4,18.6 - 30.4,22.7-27.3
1400,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,7,June 11 - June 16,36,35.2,36.8,35.2 - 36.8,
1401,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,7,June 11 - June 16,48.7,45.5,51.8,45.5 - 51.8,
1402,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,7,June 11 - June 16,40.3,38.5,42.1,38.5 - 42.1,
1403,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,7,June 11 - June 16,38.4,36.5,40.2,36.5 - 40.2,
1404,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,7,June 11 - June 16,35.8,33.6,38,33.6 - 38.0,
1405,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,7,June 11 - June 16,27.7,26,29.4,26.0 - 29.4,
1406,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,7,June 11 - June 16,21.7,19.2,24.3,19.2 - 24.3,
1407,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,7,June 11 - June 16,17.6,13.4,22.4,13.4 - 22.4,
1408,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,7,June 11 - June 16,32.7,31.4,34,31.4 - 34.0,
1409,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,7,June 11 - June 16,39.1,38.1,40.1,38.1 - 40.1,
1410,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,7,June 11 - June 16,39.6,36.4,43,36.4 - 43.0,
1411,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",7,June 11 - June 16,34.3,33.3,35.3,33.3 - 35.3,
1412,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",7,June 11 - June 16,40,37,43,37.0 - 43.0,
1413,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",7,June 11 - June 16,29.9,25.7,34.4,25.7 - 34.4,
1414,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",7,June 11 - June 16,44.3,40,48.6,40.0 - 48.6,
1415,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,7,June 11 - June 16,43.7,39.7,47.8,39.7 - 47.8,
1416,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,7,June 11 - June 16,37.4,35.3,39.5,35.3 - 39.5,
1417,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,7,June 11 - June 16,39.3,37.7,40.9,37.7 - 40.9,
1418,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,7,June 11 - June 16,29.4,28.5,30.4,28.5 - 30.4,
1419,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,7,June 11 - June 16,38.1,33.1,43.3,33.1 - 43.3,38.0-43.5
1420,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,7,June 11 - June 16,36.5,32.1,41.1,32.1 - 41.1,35.0-37.9
1421,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,7,June 11 - June 16,33.3,27.9,39,27.9 - 39.0,32.3-34.9
1422,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,7,June 11 - June 16,39,32.9,45.4,32.9 - 45.4,38.0-43.5
1423,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,7,June 11 - June 16,37.9,33.8,42.1,33.8 - 42.1,35.0-37.9
1424,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,7,June 11 - June 16,33.5,28.9,38.3,28.9 - 38.3,32.3-34.9
1425,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,7,June 11 - June 16,38.7,33.9,43.6,33.9 - 43.6,38.0-43.5
1426,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,7,June 11 - June 16,34.7,28.7,41.1,28.7 - 41.1,32.3-34.9
1427,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,7,June 11 - June 16,28.9,21.6,37.1,21.6 - 37.1,25.5-32.2
1428,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,7,June 11 - June 16,41.8,37.2,46.5,37.2 - 46.5,38.0-43.5
1429,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,7,June 11 - June 16,37.1,32.3,42,32.3 - 42.0,35.0-37.9
1430,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,7,June 11 - June 16,35.3,29.9,40.9,29.9 - 40.9,35.0-37.9
1431,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,7,June 11 - June 16,27.8,23.5,32.5,23.5 - 32.5,25.5-32.2
1432,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,7,June 11 - June 16,34.6,30,39.4,30.0 - 39.4,32.3-34.9
1433,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,7,June 11 - June 16,39.3,34,44.7,34.0 - 44.7,38.0-43.5
1434,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,7,June 11 - June 16,31.6,27.2,36.3,27.2 - 36.3,25.5-32.2
1435,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,7,June 11 - June 16,37.1,32.1,42.4,32.1 - 42.4,35.0-37.9
1436,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,7,June 11 - June 16,31.9,26.6,37.7,26.6 - 37.7,25.5-32.2
1437,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,7,June 11 - June 16,43.5,37.3,49.9,37.3 - 49.9,38.0-43.5
1438,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,7,June 11 - June 16,37.9,33.2,42.8,33.2 - 42.8,35.0-37.9
1439,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,7,June 11 - June 16,38.3,33.1,43.7,33.1 - 43.7,38.0-43.5
1440,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,29.2,25.5,33.2,25.5 - 33.2,25.5-32.2
1441,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,7,June 11 - June 16,32.4,28.6,36.4,28.6 - 36.4,32.3-34.9
1442,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,30.5,25.2,36.1,25.2 - 36.1,25.5-32.2
1443,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,37.5,30.5,45,30.5 - 45.0,35.0-37.9
1444,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,7,June 11 - June 16,36.5,31.2,42.1,31.2 - 42.1,35.0-37.9
1445,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,7,June 11 - June 16,34.2,29.9,38.8,29.9 - 38.8,32.3-34.9
1446,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,29.7,24.8,34.9,24.8 - 34.9,25.5-32.2
1447,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,7,June 11 - June 16,37.9,32.4,43.6,32.4 - 43.6,35.0-37.9
1448,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,7,June 11 - June 16,33.4,27.6,39.6,27.6 - 39.6,32.3-34.9
1449,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,38.7,33.9,43.6,33.9 - 43.6,38.0-43.5
1450,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,25.5,19.3,32.5,19.3 - 32.5,25.5-32.2
1451,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,7,June 11 - June 16,32.9,28.1,37.8,28.1 - 37.8,32.3-34.9
1452,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,36.2,31.3,41.3,31.3 - 41.3,35.0-37.9
1453,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,33.6,26.9,40.9,26.9 - 40.9,32.3-34.9
1454,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,7,June 11 - June 16,35.6,29.9,41.5,29.9 - 41.5,35.0-37.9
1455,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,34.9,30.7,39.2,30.7 - 39.2,32.3-34.9
1456,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,7,June 11 - June 16,43.5,38.4,48.8,38.4 - 48.8,38.0-43.5
1457,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,7,June 11 - June 16,35,30.5,39.7,30.5 - 39.7,35.0-37.9
1458,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,7,June 11 - June 16,32.2,26.6,38.1,26.6 - 38.1,25.5-32.2
1459,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,7,June 11 - June 16,35.5,30.5,40.8,30.5 - 40.8,35.0-37.9
1460,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,7,June 11 - June 16,28,20.7,36.3,20.7 - 36.3,25.5-32.2
1461,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,7,June 11 - June 16,31.7,26.8,36.9,26.8 - 36.9,25.5-32.2
1462,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,7,June 11 - June 16,39.5,35.3,43.7,35.3 - 43.7,38.0-43.5
1463,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,7,June 11 - June 16,36,31.3,40.9,31.3 - 40.9,35.0-37.9
1464,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,7,June 11 - June 16,36.3,31.4,41.4,31.4 - 41.4,35.0-37.9
1465,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,7,June 11 - June 16,33.9,28.6,39.6,28.6 - 39.6,32.3-34.9
1466,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,7,June 11 - June 16,34.2,30.3,38.2,30.3 - 38.2,32.3-34.9
1467,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,32.2,24.7,40.3,24.7 - 40.3,25.5-32.2
1468,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,26.5,21.6,32,21.6 - 32.0,25.5-32.2
1469,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,32.6,25.7,40.1,25.7 - 40.1,32.3-34.9
1470,Symptoms of Depressive Disorder,National Estimate,United States,United States,8,June 18 - June 23,25.6,25,26.3,25.0 - 26.3,
