indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
Symptoms of Depressive Disorder,By State,Virginia,Virginia,7,June 11 - June 16,23.3,18,29.3,18.0 - 29.3,21.8-23.9
Symptoms of Depressive Disorder,By State,Washington,Washington,7,June 11 - June 16,22.5,19.6,25.6,19.6 - 25.6,21.8-23.9
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,23.5,17.2,30.8,17.2 - 30.8,21.8-23.9
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,17.5,13.6,21.9,13.6 - 21.9,14.3-21.7
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,18.9,13.6,25.2,13.6 - 25.2,14.3-21.7
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,7,June 11 - June 16,33.9,29.2,38.9,29.2 - 38.9,33.4-39.8
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,7,June 11 - June 16,33.3,28.8,38,28.8 - 38.0,30.6-33.3
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,7,June 11 - June 16,25.6,21.5,29.9,21.5 - 29.9,22.7-27.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,7,June 11 - June 16,33.7,27.9,39.8,27.9 - 39.8,33.4-39.8
Symptoms of Anxiety Disorder,By State,California,California,7,June 11 - June 16,33.7,29.9,37.6,29.9 - 37.6,33.4-39.8
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,7,June 11 - June 16,29.8,25.4,34.5,25.4 - 34.5,27.4-30.5
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,7,June 11 - June 16,35.1,30.2,40.3,30.2 - 40.3,33.4-39.8
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,7,June 11 - June 16,30.2,24,37.1,24.0 - 37.1,27.4-30.5
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,7,June 11 - June 16,25.9,18.8,34.1,18.8 - 34.1,22.7-27.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,7,June 11 - June 16,37.4,33.6,41.3,33.6 - 41.3,33.4-39.8
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,7,June 11 - June 16,33.3,28.5,38.4,28.5 - 38.4,30.6-33.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,7,June 11 - June 16,31.7,26,37.8,26.0 - 37.8,30.6-33.3
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,7,June 11 - June 16,26,21.7,30.7,21.7 - 30.7,22.7-27.3
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,7,June 11 - June 16,31,26.5,35.9,26.5 - 35.9,30.6-33.3
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,7,June 11 - June 16,33.8,28.8,39.1,28.8 - 39.1,33.4-39.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,7,June 11 - June 16,26.1,22.2,30.4,22.2 - 30.4,22.7-27.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,7,June 11 - June 16,30.5,25.9,35.3,25.9 - 35.3,27.4-30.5
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,7,June 11 - June 16,26.6,20.9,33,20.9 - 33.0,22.7-27.3
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,7,June 11 - June 16,38.4,32.6,44.4,32.6 - 44.4,33.4-39.8
Symptoms of Anxiety Disorder,By State,Maine,Maine,7,June 11 - June 16,32.2,27.2,37.7,27.2 - 37.7,30.6-33.3
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,7,June 11 - June 16,34.6,29.7,39.8,29.7 - 39.8,33.4-39.8
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,27.3,23.6,31.3,23.6 - 31.3,22.7-27.3
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,7,June 11 - June 16,30.2,26.5,34.1,26.5 - 34.1,27.4-30.5
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,28,23.1,33.4,23.1 - 33.4,27.4-30.5
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,31.6,24.8,38.9,24.8 - 38.9,30.6-33.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,7,June 11 - June 16,33.3,28,38.9,28.0 - 38.9,30.6-33.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,7,June 11 - June 16,30.6,26.3,35.1,26.3 - 35.1,30.6-33.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,24.1,19.8,28.9,19.8 - 28.9,22.7-27.3
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,7,June 11 - June 16,33.5,28.1,39.2,28.1 - 39.2,33.4-39.8
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,7,June 11 - June 16,28.1,22.6,34.2,22.6 - 34.2,27.4-30.5
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,33.5,28.5,38.8,28.5 - 38.8,33.4-39.8
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,22.7,16.6,29.7,16.6 - 29.7,22.7-27.3
Symptoms of Anxiety Disorder,By State,New York,New York,7,June 11 - June 16,28.7,24.3,33.3,24.3 - 33.3,27.4-30.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,30,26.1,34.2,26.1 - 34.2,27.4-30.5
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,30.3,23.5,37.9,23.5 - 37.9,27.4-30.5
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,7,June 11 - June 16,31.5,25.7,37.7,25.7 - 37.7,30.6-33.3
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,30.9,26.8,35.2,26.8 - 35.2,30.6-33.3
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,7,June 11 - June 16,39.8,34.7,45.1,34.7 - 45.1,33.4-39.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,7,June 11 - June 16,28.4,23.9,33.3,23.9 - 33.3,27.4-30.5
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,7,June 11 - June 16,25.5,20.9,30.6,20.9 - 30.6,22.7-27.3
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,7,June 11 - June 16,30.6,25.2,36.4,25.2 - 36.4,30.6-33.3
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,7,June 11 - June 16,24.5,17.2,33.1,17.2 - 33.1,22.7-27.3
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,7,June 11 - June 16,28.7,24.4,33.5,24.4 - 33.5,27.4-30.5
Symptoms of Anxiety Disorder,By State,Texas,Texas,7,June 11 - June 16,35.5,31.4,39.7,31.4 - 39.7,33.4-39.8
Symptoms of Anxiety Disorder,By State,Utah,Utah,7,June 11 - June 16,32,27,37.4,27.0 - 37.4,30.6-33.3
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,7,June 11 - June 16,33,27.6,38.7,27.6 - 38.7,30.6-33.3
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,7,June 11 - June 16,30.1,25.9,34.6,25.9 - 34.6,27.4-30.5
Symptoms of Anxiety Disorder,By State,Washington,Washington,7,June 11 - June 16,29.3,25.3,33.5,25.3 - 33.5,27.4-30.5
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,26.7,20,34.4,20.0 - 34.4,22.7-27.3
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,23.5,18.7,28.9,18.7 - 28.9,22.7-27.3
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,24.2,18.6,30.4,18.6 - 30.4,22.7-27.3
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,7,June 11 - June 16,38.1,33.1,43.3,33.1 - 43.3,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,7,June 11 - June 16,36.5,32.1,41.1,32.1 - 41.1,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,7,June 11 - June 16,33.3,27.9,39,27.9 - 39.0,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,7,June 11 - June 16,39,32.9,45.4,32.9 - 45.4,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,7,June 11 - June 16,37.9,33.8,42.1,33.8 - 42.1,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,7,June 11 - June 16,33.5,28.9,38.3,28.9 - 38.3,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,7,June 11 - June 16,38.7,33.9,43.6,33.9 - 43.6,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,7,June 11 - June 16,34.7,28.7,41.1,28.7 - 41.1,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,7,June 11 - June 16,28.9,21.6,37.1,21.6 - 37.1,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,7,June 11 - June 16,41.8,37.2,46.5,37.2 - 46.5,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,7,June 11 - June 16,37.1,32.3,42,32.3 - 42.0,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,7,June 11 - June 16,35.3,29.9,40.9,29.9 - 40.9,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,7,June 11 - June 16,27.8,23.5,32.5,23.5 - 32.5,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,7,June 11 - June 16,34.6,30,39.4,30.0 - 39.4,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,7,June 11 - June 16,39.3,34,44.7,34.0 - 44.7,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,7,June 11 - June 16,31.6,27.2,36.3,27.2 - 36.3,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,7,June 11 - June 16,37.1,32.1,42.4,32.1 - 42.4,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,7,June 11 - June 16,31.9,26.6,37.7,26.6 - 37.7,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,7,June 11 - June 16,43.5,37.3,49.9,37.3 - 49.9,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,7,June 11 - June 16,37.9,33.2,42.8,33.2 - 42.8,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,7,June 11 - June 16,38.3,33.1,43.7,33.1 - 43.7,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,7,June 11 - June 16,29.2,25.5,33.2,25.5 - 33.2,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,7,June 11 - June 16,32.4,28.6,36.4,28.6 - 36.4,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,7,June 11 - June 16,30.5,25.2,36.1,25.2 - 36.1,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,7,June 11 - June 16,37.5,30.5,45,30.5 - 45.0,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,7,June 11 - June 16,36.5,31.2,42.1,31.2 - 42.1,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,7,June 11 - June 16,34.2,29.9,38.8,29.9 - 38.8,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,7,June 11 - June 16,29.7,24.8,34.9,24.8 - 34.9,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,7,June 11 - June 16,37.9,32.4,43.6,32.4 - 43.6,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,7,June 11 - June 16,33.4,27.6,39.6,27.6 - 39.6,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,7,June 11 - June 16,38.7,33.9,43.6,33.9 - 43.6,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,7,June 11 - June 16,25.5,19.3,32.5,19.3 - 32.5,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,7,June 11 - June 16,32.9,28.1,37.8,28.1 - 37.8,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,7,June 11 - June 16,36.2,31.3,41.3,31.3 - 41.3,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,7,June 11 - June 16,33.6,26.9,40.9,26.9 - 40.9,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,7,June 11 - June 16,35.6,29.9,41.5,29.9 - 41.5,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,7,June 11 - June 16,34.9,30.7,39.2,30.7 - 39.2,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,7,June 11 - June 16,43.5,38.4,48.8,38.4 - 48.8,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,7,June 11 - June 16,35,30.5,39.7,30.5 - 39.7,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,7,June 11 - June 16,32.2,26.6,38.1,26.6 - 38.1,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,7,June 11 - June 16,35.5,30.5,40.8,30.5 - 40.8,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,7,June 11 - June 16,28,20.7,36.3,20.7 - 36.3,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,7,June 11 - June 16,31.7,26.8,36.9,26.8 - 36.9,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,7,June 11 - June 16,39.5,35.3,43.7,35.3 - 43.7,38.0-43.5
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,7,June 11 - June 16,36,31.3,40.9,31.3 - 40.9,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,7,June 11 - June 16,36.3,31.4,41.4,31.4 - 41.4,35.0-37.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,7,June 11 - June 16,33.9,28.6,39.6,28.6 - 39.6,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,7,June 11 - June 16,34.2,30.3,38.2,30.3 - 38.2,32.3-34.9
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,7,June 11 - June 16,32.2,24.7,40.3,24.7 - 40.3,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,7,June 11 - June 16,26.5,21.6,32,21.6 - 32.0,25.5-32.2
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,7,June 11 - June 16,32.6,25.7,40.1,25.7 - 40.1,32.3-34.9
Symptoms of Depressive Disorder,By State,Alabama,Alabama,8,June 18 - June 23,27.5,23.2,32.1,23.2 - 32.1,25.1-28.7
Symptoms of Depressive Disorder,By State,Alaska,Alaska,8,June 18 - June 23,25.7,21.4,30.3,21.4 - 30.3,25.1-28.7
Symptoms of Depressive Disorder,By State,Arizona,Arizona,8,June 18 - June 23,28.9,26.3,31.5,26.3 - 31.5,28.8-35.6
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,28.7,23.7,34.1,23.7 - 34.1,25.1-28.7
Symptoms of Depressive Disorder,By State,California,California,8,June 18 - June 23,26.4,23.7,29.3,23.7 - 29.3,25.1-28.7
Symptoms of Depressive Disorder,By State,Colorado,Colorado,8,June 18 - June 23,23,18.7,27.8,18.7 - 27.8,22.5-25.0
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,28.7,24.3,33.4,24.3 - 33.4,25.1-28.7
Symptoms of Depressive Disorder,By State,Delaware,Delaware,8,June 18 - June 23,22.9,18.9,27.4,18.9 - 27.4,22.5-25.0
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,31,26.5,35.8,26.5 - 35.8,28.8-35.6
Symptoms of Depressive Disorder,By State,Florida,Florida,8,June 18 - June 23,28.8,25.6,32.3,25.6 - 32.3,28.8-35.6
Symptoms of Depressive Disorder,By State,Georgia,Georgia,8,June 18 - June 23,27.9,23.7,32.5,23.7 - 32.5,25.1-28.7
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,18.3,14.5,22.6,14.5 - 22.6,15.7-22.4
Symptoms of Depressive Disorder,By State,Idaho,Idaho,8,June 18 - June 23,23,18.8,27.5,18.8 - 27.5,22.5-25.0
Symptoms of Depressive Disorder,By State,Illinois,Illinois,8,June 18 - June 23,23.8,20.8,27.1,20.8 - 27.1,22.5-25.0
Symptoms of Depressive Disorder,By State,Indiana,Indiana,8,June 18 - June 23,23.7,20.1,27.5,20.1 - 27.5,22.5-25.0
Symptoms of Depressive Disorder,By State,Iowa,Iowa,8,June 18 - June 23,26.1,21.7,31,21.7 - 31.0,25.1-28.7
Symptoms of Depressive Disorder,By State,Kansas,Kansas,8,June 18 - June 23,24.4,20.1,29,20.1 - 29.0,22.5-25.0
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,29,24.4,33.8,24.4 - 33.8,28.8-35.6
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,35.6,29.8,41.8,29.8 - 41.8,28.8-35.6
Symptoms of Depressive Disorder,By State,Maine,Maine,8,June 18 - June 23,19,14.5,24.2,14.5 - 24.2,15.7-22.4
Symptoms of Depressive Disorder,By State,Maryland,Maryland,8,June 18 - June 23,22,18.6,25.8,18.6 - 25.8,15.7-22.4
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,22.8,18.5,27.6,18.5 - 27.6,22.5-25.0
Symptoms of Depressive Disorder,By State,Michigan,Michigan,8,June 18 - June 23,23.3,20.7,26.1,20.7 - 26.1,22.5-25.0
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,21.5,17.3,26,17.3 - 26.0,15.7-22.4
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,29.3,23.9,35.2,23.9 - 35.2,28.8-35.6
Symptoms of Depressive Disorder,By State,Missouri,Missouri,8,June 18 - June 23,25,20.1,30.5,20.1 - 30.5,22.5-25.0
Symptoms of Depressive Disorder,By State,Montana,Montana,8,June 18 - June 23,21.6,17.9,25.6,17.9 - 25.6,15.7-22.4
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,22.1,18.1,26.5,18.1 - 26.5,15.7-22.4
Symptoms of Depressive Disorder,By State,Nevada,Nevada,8,June 18 - June 23,32.5,28.5,36.6,28.5 - 36.6,28.8-35.6
Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,23,17.9,28.7,17.9 - 28.7,22.5-25.0
Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,24.4,20.8,28.2,20.8 - 28.2,22.5-25.0
Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,29.4,24.6,34.6,24.6 - 34.6,28.8-35.6
Symptoms of Depressive Disorder,By State,New York,New York,8,June 18 - June 23,24.2,20.8,27.9,20.8 - 27.9,22.5-25.0
Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,22.5,19.4,25.9,19.4 - 25.9,22.5-25.0
Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,8,June 18 - June 23,25.1,20.1,30.8,20.1 - 30.8,25.1-28.7
Symptoms of Depressive Disorder,By State,Ohio,Ohio,8,June 18 - June 23,21.5,17.8,25.5,17.8 - 25.5,15.7-22.4
Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,8,June 18 - June 23,33.2,27.2,39.5,27.2 - 39.5,28.8-35.6
Symptoms of Depressive Disorder,By State,Oregon,Oregon,8,June 18 - June 23,31,27,35.2,27.0 - 35.2,28.8-35.6
Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,8,June 18 - June 23,27.3,23.7,31.2,23.7 - 31.2,25.1-28.7
Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,8,June 18 - June 23,22.1,17.6,27.1,17.6 - 27.1,15.7-22.4
Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,8,June 18 - June 23,22.4,18.6,26.5,18.6 - 26.5,15.7-22.4
Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,8,June 18 - June 23,21.7,15.9,28.5,15.9 - 28.5,15.7-22.4
Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,8,June 18 - June 23,26.8,22.3,31.6,22.3 - 31.6,25.1-28.7
Symptoms of Depressive Disorder,By State,Texas,Texas,8,June 18 - June 23,25.6,23,28.3,23.0 - 28.3,25.1-28.7
Symptoms of Depressive Disorder,By State,Utah,Utah,8,June 18 - June 23,27.3,23.4,31.4,23.4 - 31.4,25.1-28.7
Symptoms of Depressive Disorder,By State,Vermont,Vermont,8,June 18 - June 23,18.4,14.1,23.3,14.1 - 23.3,15.7-22.4
Symptoms of Depressive Disorder,By State,Virginia,Virginia,8,June 18 - June 23,26.9,22.5,31.6,22.5 - 31.6,25.1-28.7
Symptoms of Depressive Disorder,By State,Washington,Washington,8,June 18 - June 23,26.4,23.3,29.6,23.3 - 29.6,25.1-28.7
Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,8,June 18 - June 23,30.2,24,37,24.0 - 37.0,28.8-35.6
Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,8,June 18 - June 23,15.7,12.9,18.9,12.9 - 18.9,15.7-22.4
Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,8,June 18 - June 23,17.6,12.7,23.4,12.7 - 23.4,15.7-22.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,8,June 18 - June 23,33.7,28.5,39.2,28.5 - 39.2,33.4-41.3
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,8,June 18 - June 23,31.8,27.3,36.5,27.3 - 36.5,30.9-33.3
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,8,June 18 - June 23,34.7,32,37.5,32.0 - 37.5,33.4-41.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,8,June 18 - June 23,32.7,27.6,38.2,27.6 - 38.2,30.9-33.3
Symptoms of Anxiety Disorder,By State,California,California,8,June 18 - June 23,34.4,31.7,37.2,31.7 - 37.2,33.4-41.3
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,8,June 18 - June 23,26.7,21.9,32,21.9 - 32.0,21.3-27.7
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,8,June 18 - June 23,34.5,30.2,39,30.2 - 39.0,33.4-41.3
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,8,June 18 - June 23,23.6,19.1,28.6,19.1 - 28.6,21.3-27.7
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,8,June 18 - June 23,39.6,34.2,45.2,34.2 - 45.2,33.4-41.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,8,June 18 - June 23,33.3,29.8,36.9,29.8 - 36.9,30.9-33.3
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,8,June 18 - June 23,32.6,28.7,36.8,28.7 - 36.8,30.9-33.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,8,June 18 - June 23,22.9,19.2,27.1,19.2 - 27.1,21.3-27.7
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,8,June 18 - June 23,28.3,24.4,32.4,24.4 - 32.4,27.8-30.8
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,8,June 18 - June 23,30.6,27.1,34.2,27.1 - 34.2,27.8-30.8
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,8,June 18 - June 23,30.6,27.3,34.1,27.3 - 34.1,27.8-30.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,8,June 18 - June 23,32.4,28.2,36.8,28.2 - 36.8,30.9-33.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,8,June 18 - June 23,29.4,24.2,35,24.2 - 35.0,27.8-30.8
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,8,June 18 - June 23,33.2,28.7,38,28.7 - 38.0,30.9-33.3
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,8,June 18 - June 23,41.3,36.2,46.6,36.2 - 46.6,33.4-41.3
Symptoms of Anxiety Disorder,By State,Maine,Maine,8,June 18 - June 23,24.1,19.9,28.7,19.9 - 28.7,21.3-27.7
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,8,June 18 - June 23,30.1,26.7,33.6,26.7 - 33.6,27.8-30.8
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,8,June 18 - June 23,27.9,24.2,31.8,24.2 - 31.8,27.8-30.8
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,8,June 18 - June 23,27.4,24.9,30,24.9 - 30.0,21.3-27.7
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,8,June 18 - June 23,25,20.7,29.7,20.7 - 29.7,21.3-27.7
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,8,June 18 - June 23,31.8,26.6,37.4,26.6 - 37.4,30.9-33.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,8,June 18 - June 23,28.3,23.7,33.3,23.7 - 33.3,27.8-30.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,8,June 18 - June 23,27.8,24.5,31.4,24.5 - 31.4,27.8-30.8
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,8,June 18 - June 23,25,20.8,29.6,20.8 - 29.6,21.3-27.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,8,June 18 - June 23,38.4,34.4,42.6,34.4 - 42.6,33.4-41.3
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,8,June 18 - June 23,31.2,25.2,37.7,25.2 - 37.7,30.9-33.3
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,8,June 18 - June 23,30.8,26.4,35.4,26.4 - 35.4,27.8-30.8
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,8,June 18 - June 23,39,34,44.2,34.0 - 44.2,33.4-41.3
Symptoms of Anxiety Disorder,By State,New York,New York,8,June 18 - June 23,26.9,23.6,30.5,23.6 - 30.5,21.3-27.7
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,8,June 18 - June 23,29.1,25.3,33.2,25.3 - 33.2,27.8-30.8
